id,name,type,frequency,ac,damageBase,damageType,range,effect,createdAt,updatedAt
523,Meditate,Psychic,At-Will,,,Status,Self,Raise the user’s Attack 1 Combat Stage.,3/5/2021 22:15:12,3/5/2021 22:15:12
524,Miracle Eye,Psychic,Scene x2,,,Status,"Self, Swift Action","Miracle Eye may be activated as a Swift Action on the user’s turn. For the rest of the turn, the user’s Psychic-Type Moves can hit and affect Dark-Type targets, and the user can see through the Illusion Ability, Moves with the Illusion keyword, and effects created by the Illusionist Capability, ignoring all effects from those.",3/5/2021 22:15:12,3/5/2021 22:15:12
525,Mirror Coat,Psychic,Scene x2,,,Special,"Any, 1 Target, Reaction","Mirror Coat may be used as a Reaction when the user is hit by a damaging Special Attack. Resolve the Triggering Attack, with Mirror Coat’s user resisting the attack one step further. After the attack is resolved, if Mirror Coat’s user was not Fainted, the triggering foe then loses Hit Points equal to twice the amount of Hit Points lost by the user from the triggering attack. Note that Mirror Coat is Special, and while it cannot miss, it cannot hit targets immune to Psychic-Type Moves.",3/5/2021 22:15:12,3/5/2021 22:15:12
526,Mist Ball,Psychic,Scene x2,2,7,Special,"12, 1 Target",Mist Ball lowers the target’s Special Attack by 1 Combat Stage on an Even-Numbered Roll.,3/5/2021 22:15:12,3/5/2021 22:15:12
527,Power Split,Psychic,Scene,,,Status,"Melee, 1 Target","The target has their Attack and Special Attack lowered by 5. If they do, the user gains a +5 bonus to Damage Rolls. These effects last until the end of the scene.",3/5/2021 22:15:12,3/5/2021 22:15:12
528,Power Swap,Psychic,Scene,,,Status,"Melee, 1 Target","The user and the target trade Combat Stage values for the Attack Stat, and then for the Special Attack Stat.",3/5/2021 22:15:12,3/5/2021 22:15:12
529,Power Trick,Psychic,Scene,,,Status,Self,"The user’s Attack stat and Defense stat are switched for the remainder of the scene, or until the user is switched out or Fainted.",3/5/2021 22:15:12,3/5/2021 22:15:12
530,Psybeam,Psychic,At-Will,2,7,Special,"6, 1 Target",Psybeam Confuses the target on 19+.,3/5/2021 22:15:12,3/5/2021 22:15:12
531,Psychic,Psychic,EOT,2,9,Special,"5, 1 Target, Push",The target is Pushed 1 meter in any direction. Psychic lowers the target’s Special Defense 1 Combat Stage on 17+.,3/5/2021 22:15:12,3/5/2021 22:15:12
532,Psycho Boost,Psychic,Scene,4,14,Special,"8, Ranged Blast 3, Smite",Lower the user’s Special Attack 2 Combat Stages after damage is resolved.,3/5/2021 22:15:12,3/5/2021 22:15:12
533,Psycho Cut,Psychic,EOT,2,7,Physical,"6, 1 Target",Psycho Cut is a Critical Hit on 18+.,3/5/2021 22:15:12,3/5/2021 22:15:12
534,Psycho Shift,Psychic,Scene,,,Status,"Melee, 1 Target",The user is cured of a Status ailment and the target is given that Status ailment. Psycho Shift cannot miss. Psycho Shift can only be used if the user has a Status ailment and the target does not have the status ailment that is being transferred.,3/5/2021 22:15:12,3/5/2021 22:15:12
535,Psyshock,Psychic,At-Will,2,8,Special,"4, 1 Target","When calculating damage, the target subtracts their Defense from Psyshock’s damage instead of their Special Defense. Psyshock is still otherwise Special ( Special Evasion is used to avoid it, Mirror Coat can reflect it, etc. )",3/5/2021 22:15:12,3/5/2021 22:15:12
536,Psystrike,Psychic,EOT,2,10,Special,"4, 1 Target","When calculating damage, the target subtracts their Defense from Psystrike’s damage instead of their Special Defense. Psystrike is still otherwise Special (Special Evasion is used to avoid it, Mirror Coat can reflect it, etc.)",3/5/2021 22:15:12,3/5/2021 22:15:12
537,Psywave,Psychic,Scene,5,,Special,"6, 1 Target","Roll 1d4; on 1 the target loses Hit Points equal to half the user’s Level; on 2 the target loses Hit Points equal to the user’s Level; on 3 the target loses Hit Points equal to 1.5x the user’s level; on 4 the target loses Hit Points equal to the user’s Level doubled. Do not apply weakness or resistance, and do not apply Stats. Do apply Immunity.",3/5/2021 22:15:12,3/5/2021 22:15:12
538,Reflect,Psychic,Scene,,,Status,Blessing,"Blessing – Any user affected by Reflect may activate it when receiving Physical Damage to resist the Damage one step. Reflect may be activated 2 times, and then disappears.",3/5/2021 22:15:12,3/5/2021 22:15:12
539,Rest,Psychic,Scene,,,Status,Self,"The user is set to their full Hit Point value. The user is cured of any Status ailments. Then, the user falls Asleep. The user cannot make Sleep Checks at the beginning of their turn. They are cured of the Sleep at the end of their turn in 2 rounds.",3/5/2021 22:15:12,3/5/2021 22:15:12
540,Role Play,Psychic,Daily,,,Status,"Melee, 1 Target","The user gains one of the target’s Abilities, chosen at random, for the remainder of the encounter. This effect ends if the user Faints or is switched out. Role Play cannot miss.",3/5/2021 22:15:12,3/5/2021 22:15:12
541,Skill Swap,Psychic,Scene,,,Status,"Melee, 1 Target","The user loses one of their Abilities, selected by the user, and gains one the target’s Abilities, selected at random, for the remainder of encounter. The target loses the copied Ability, and gains the user’s lost Ability. This effect ends if either the target or the user is Switched out or Fainted, but only for that Pokémon or Trainer.",3/5/2021 22:15:12,3/5/2021 22:15:12
542,Stored Power,Psychic,EOT,2,2,Special,"10, 1 Target","For every Combat Stage the user has above 0, add +2 to Stored Power’s Damage Base, up to a maximum of Damage Base 20.",3/5/2021 22:15:12,3/5/2021 22:15:12
543,Synchronoise,Psychic,Scene x2,2,12,Special,Burst 3,Synchronoise can only hit targets that share a type with Synchronoise’s user.,3/5/2021 22:15:12,3/5/2021 22:15:12
544,Telekinesis,Psychic,Scene x2,,,Status,"4, 1 Target","The target becomes Lifted. While Lifted, they gain the Levitate Ability, are Slowed, and lose all Movement Capabilities except for the Levitate 4 granted by Levitate (reduced to 2 by the Slow condition). While Lifted, the user may not apply any Evasion bonuses to determine whether they are hit by Moves or not. The Lifted target may use a Shift Action to roll 1d20; on a result of 16+, they stop being Lifted.",3/5/2021 22:15:12,3/5/2021 22:15:12
545,Teleport,Psychic,Scene,,,Status,"Self, Interrupt","The user Teleports up to X meters, where X is its Teleporter Capability. Teleport can be used as an Interrupt at any time. Moves that targeted Teleport’s user continue through the desired target’s space if the Move allows for it as if the user hadn’t been there; single target moves simply miss.",3/5/2021 22:15:12,3/5/2021 22:15:12
546,Trick,Psychic,Scene,2,,Status,"5, 2 Targets","Both targets must be hit for Trick to succeed. The user may target itself or willing allies with Trick; you do not need to roll for Accuracy Check in these cases. Both targets lose their Held Item or Accessory Slot Item, and gain the other target’s Held Item or Accessory Slot Item. If a target has no Item, it still can gain the other target’s Item.",3/5/2021 22:15:12,3/5/2021 22:15:12
547,Trick Room,Psychic,Daily x2,,,Status,Field,"Starting at the beginning of the next round, for 5 rounds, the area is considered Rewinding. While Rewinding, Initiative is reversed, and participants instead go from lowest Initiative to Highest.",3/5/2021 22:15:12,3/5/2021 22:15:12
548,Wonder Room,Psychic,Daily x2,,,Status,Field,"For 5 rounds, the area is considered Wondered. While Wondered, each individual Pokémon’s Defense and Special Defense Stats are switched.",3/5/2021 22:15:12,3/5/2021 22:15:12
549,Zen Headbutt,Psychic,EOT,4,8,Physical,"Melee, 1 Target, Dash",Zen Headbutt Flinches the target on 15+.,3/5/2021 22:15:12,3/5/2021 22:15:12
550,Ancient Power,Rock,EOT,2,6,Special,"6, 1 Target, Spirit Surge","On 19+, the user has each of its stats raised by +1 Combat Stage.",3/5/2021 22:15:12,3/5/2021 22:15:12
551,Diamond Storm,Rock,Scene,3,10,Physical,"Close Blast 3, Friendly, Smite","On Even-Numbered Rolls, Diamond Storm raises the User’s Defense by 2 Combat Stage.",3/5/2021 22:15:12,3/5/2021 22:15:12
552,Head Smash,Rock,Scene,5,15,Physical,"Melee, 1 Target, Dash, Push, Recoil 1/3",The target is pushed 2 meters.,3/5/2021 22:15:12,3/5/2021 22:15:12
553,Power Gem,Rock,At-Will,2,8,Special,"6, 1 Target",None,3/5/2021 22:15:12,3/5/2021 22:15:12
554,Rock Blast,Rock,EOT,5,3,Physical,"6, 1 Target, Five Strike",None,3/5/2021 22:15:12,3/5/2021 22:15:12
555,Rock Polish,Rock,EOT,,,Status,Self,Raise the user’s Speed 2 Combat Stages.,3/5/2021 22:15:12,3/5/2021 22:15:12
556,Rock Slide,Rock,Scene x2,4,8,Physical,"6, Ranged Blast 3",Rock Slide Flinches all Legal Targets on 17+.,3/5/2021 22:15:12,3/5/2021 22:15:12
557,Rock Throw,Rock,At-Will,4,5,Physical,"6, 1 Target",None,3/5/2021 22:15:12,3/5/2021 22:15:12
558,Rock Tomb,Rock,At-Will,5,6,Physical,"6, 1 Target",Rock Tomb lowers the target’s Speed by -1 Combat Stage.,3/5/2021 22:15:12,3/5/2021 22:15:12
559,Rock Wrecker,Rock,Daily x2,4,15,Physical,"Melee, 1 Target, Dash, Exhaust, Smite",None,3/5/2021 22:15:12,3/5/2021 22:15:12
560,Rollout,Rock,At-Will,4,3,Physical,"Melee, 1 Target, Pass","The user continues to use Rollout on each of its turns until they miss any target with Rollout, or are not able to hit any target with Rollout during their turn. Each successive use of Rollout increases Rollout’s Damage Base by +4 to a maximum of DB 15.",3/5/2021 22:15:12,3/5/2021 22:15:12
561,Sandstorm,Rock,Daily x2,,,Status,"Field, Weather","The weather changes to a Sandstorm for 5 rounds. While it is Sandstorming, all non-Ground, Rock, or Steel Type Pokémon lose a Tick of Hit Points at the beginning of their turn.",3/5/2021 22:15:12,3/5/2021 22:15:12
562,Smack Down,Rock,Scene x2,2,5,Physical,"8, 1 Target","The target is knocked down to ground level, and loses all Sky or Levitate Speeds for 3 turns. During this time, they may be hit by Ground-Type Moves even if normally immune.",3/5/2021 22:15:12,3/5/2021 22:15:12
563,Stealth Rock,Rock,Scene,,,Status,"Field, Hazard","Set 4 square meters of Stealth Rock hazards within 6 meters. If a foe moves within 2 meters of a space occupied by Rocks, move at most one Rock to the offender, then destroy the Rock. When that happens, the Stealth Rock causes a foe to lose a Tick of Hit Points. Stealth Rock is considered to be dealing damage; Apply Weakness and Resistance. Do not apply stats. A Pokémon who has been hit by a Stealth Rock Hazard cannot get hit by another in the same encounter until it is returned to a Poké Ball and then sent back out.",3/5/2021 22:15:12,3/5/2021 22:15:12
564,Stone Edge,Rock,EOT,5,10,Physical,"8, 1 Target",Stone Edge is a Critical Hit on 17+.,3/5/2021 22:15:12,3/5/2021 22:15:12
565,Wide Guard,Rock,Scene,,,Status,"Burst 1, Interrupt, Shield, Trigger","If an Ally adjacent to Wide Guard’s user is hit by a Move, you may use Wide Guard as an Interrupt. All targets adjacent to Wide Guard’s user, including the user, are instead not hit by the triggering Move and do not suffer any of its effects.",3/5/2021 22:15:12,3/5/2021 22:15:12
566,Autotomize,Steel,EOT,,,Status,Self,"For the remainder of the Encounter, the user’s Weight Class is one value lower, to a minimum of 1. If the user can, the user’s Speed is raised by +2 Combat Stages.",3/5/2021 22:15:12,3/5/2021 22:15:12
567,Bullet Punch,Steel,At-Will,2,4,Physical,"Melee, 1 Target, Priority",None.,3/5/2021 22:15:12,3/5/2021 22:15:12
568,Doom Desire,Steel,Scene x2,,14,Special,"10, 1 Target","Doom Desire does nothing on the turn it is used. At the end of the user’s next turn, Doom Desire hits, even if the user is no longer on the field. Doom Desire cannot miss.",3/5/2021 22:15:12,3/5/2021 22:15:12
569,Flash Cannon,Steel,EOT,2,8,Special,"6, 1 Target",Flash Cannon lowers the target’s Special Defense by 1 Combat Stage on 17+.,3/5/2021 22:15:12,3/5/2021 22:15:12
570,Gear Grind,Steel,EOT,3,5,Physical,"Melee, 1 Target, Double Strike",None,3/5/2021 22:15:12,3/5/2021 22:15:12
571,Gyro Ball,Steel,Scene x2,2,6,Physical,"6, 1 Target","The target reveals their Speed Stat (including Combat Stages). If it is higher than the user’s (again, including Combat Stages), subtract the user’s Speed Stat from the target’s, and apply the difference as Bonus Damage.",3/5/2021 22:15:12,3/5/2021 22:15:12
572,Heavy Slam,Steel,EOT,2,4,Physical,"Melee, 1 Target","For each weight class the user is above the target, increase Heavy Slam’s damage base by +2.",3/5/2021 22:15:12,3/5/2021 22:15:12
573,Iron Defense,Steel,EOT,,,Status,Self,Raise the user’s Defense 2 Combat Stages.,3/5/2021 22:15:12,3/5/2021 22:15:12
574,Iron Head,Steel,EOT,2,8,Physical,"Melee, 1 Target, Dash",Iron Head Flinches the target on 15+.,3/5/2021 22:15:12,3/5/2021 22:15:12
575,Iron Tail,Steel,Scene x2,6,10,Physical,"Melee, 1 Target, Smite",Iron Tail lowers the target’s Defense 1 Combat Stage on 15+.,3/5/2021 22:15:12,3/5/2021 22:15:12
576,King’s Shield,Steel,Scene,,,Status,"Self, Interrupt, Shield, Trigger","If the user is hit by an attack, the user may use King’s Shield. The user is instead not hit by the Move. You do not take any damage nor are you affected by any of the Move’s effects. In addition, if the triggering attack was Melee ranged, the attacker’s Attack is lowered by 2 Combat Stages.",3/5/2021 22:15:12,3/5/2021 22:15:12
577,Magnet Bomb,Steel,EOT,,6,Physical,"8, 1 target",Magnet Bomb cannot miss.,3/5/2021 22:15:12,3/5/2021 22:15:12
578,Metal Burst,Steel,Scene,,,Physical,Burst 1,Metal Burst causes all targets in the burst to lose Hit Points equal to the total amount of direct Damage the user has taken since the beginning of this Round. Metal Burst cannot miss.,3/5/2021 22:15:12,3/5/2021 22:15:12
579,Metal Claw,Steel,At-Will,3,5,Physical,"Melee, 1 Target, Spirit Surge",Raise the user’s Attack 1 Combat Stage on 18+.,3/5/2021 22:15:12,3/5/2021 22:15:12
580,Metal Sound,Steel,EOT,4,,Status,"Burst 2, Friendly, Sonic",All Legal Targets have their Special Defense lowered 2 Combat Stages.,3/5/2021 22:15:12,3/5/2021 22:15:12
581,Meteor Mash,Steel,EOT,4,9,Physical,"Melee, 1 Target, Dash, Spirit Surge",Raise the user’s Attack 1 Combat Stage on 15+.,3/5/2021 22:15:12,3/5/2021 22:15:12
582,Mirror Shot,Steel,EOT,5,7,Special,"6, Ranged Blast 2",All Legal Targets have their Accuracy lowered by -2 on 16+.,3/5/2021 22:15:12,3/5/2021 22:15:12
583,Shift Gear,Steel,Scene x2,,,Status,Self,Raise the user’s Attack 1 Combat Stage and raise the user’s Speed 2 Combat Stages.,3/5/2021 22:15:12,3/5/2021 22:15:12
584,Steel Wing,Steel,At-Will,3,7,Physical,"Melee, 1 Target, Pass, Spirit Surge",Raise the user’s Defense 1 Combat Stage on 15+.,3/5/2021 22:15:12,3/5/2021 22:15:12
585,Aqua Jet,Water,At-Will,2,4,Physical,"Melee, 1 Target, Priority",None,3/5/2021 22:15:12,3/5/2021 22:15:12
586,Aqua Ring,Water,Scene,,,Status,"Self, Coat",Aqua Ring covers the user in a Coat that heals the user at the beginning of their turn. The user is healed a Tick of Hit Points each turn.,3/5/2021 22:15:12,3/5/2021 22:15:12
587,Aqua Tail,Water,EOT,4,9,Physical,"Melee, Pass",None,3/5/2021 22:15:12,3/5/2021 22:15:12
588,Brine,Water,Scene x2,2,7,Special,"6, 1 Target","If the target’s Hit Points are under 50%, Brine’s Damage Base is increased to Damage Base 13 (4d10+10 / 35).",3/5/2021 22:15:12,3/5/2021 22:15:12
589,Bubble,Water,At-Will,2,4,Special,Burst 1,Bubble lowers the target’s Speed on 16+.,3/5/2021 22:15:12,3/5/2021 22:15:12
590,Bubble Beam,Water,At-Will,2,8,Special,"4, 1 Target",Bubble Beam lowers the target’s Speed on 18+.,3/5/2021 22:15:12,3/5/2021 22:15:12
591,Clamp,Water,Static,,,Static,Static,"The user gains a +1 Bonus to Accuracy Rolls made to initiate Grapple Maneuvers, and +2 to Skill Checks made to initiate Grapple Maneuvers or gain Dominance. Whenever the user gains Dominance in a Grapple, the target of the Grapple loses a Tick of Hit Points.",3/5/2021 22:15:12,3/5/2021 22:15:12
592,Crabhammer,Water,EOT,4,10,Physical,"Melee, 1 Target",Crabhammer is a Critical Hit on 18+.,3/5/2021 22:15:12,3/5/2021 22:15:12
593,Dive,Water,Scene x2,2,8,Physical,"Burst 1, Set-Up, Full Action","The user may shift horizontally using their underwater speed, and then may shift straight up until reaching a target. The user then attacks with Dive, creating a Burst 1.",3/5/2021 22:15:12,3/5/2021 22:15:12
594,Hydro Cannon,Water,Daily x2,4,15,Special,"Line 9, Smite, Exhaust",None,3/5/2021 22:15:12,3/5/2021 22:15:12
595,Hydro Pump,Water,Scene x2,4,11,Special,"6, 1 Target, Push",The target is pushed away from the user 3 meters.,3/5/2021 22:15:12,3/5/2021 22:15:12
596,Muddy Water,Water,EOT,5,9,Special,Close Blast 2,"As a Shift Action, the user may Move to any open square in Muddy Water’s area of effect without provoking any Attacks of Opportunity. On 16+, the Accuracy of all targets is lowered by 1.",3/5/2021 22:15:12,3/5/2021 22:15:12
597,Octazooka,Water,At-Will,3,7,Special,"6, 1 Target","On an Even-Numbered Roll, the target’s Accuracy is Lowered by 1.",3/5/2021 22:15:12,3/5/2021 22:15:12
598,Origin Pulse,Water,Scene x2,5,12,Special,"Close Blast 3, Smite",None,3/5/2021 22:15:12,3/5/2021 22:15:12
599,Rain Dance,Water,Daily x2,,,Status,"Field, Weather","The weather becomes Rainy for 5 rounds. While Rainy, Water-Type Attacks gain a +5 bonus to Damage Rolls, and Fire-Type Attacks suffer a -5 Damage penalty.",3/5/2021 22:15:12,3/5/2021 22:15:12
600,Razor Shell,Water,EOT,3,8,Physical,"Melee, 1 Target, Dash",Razor Shell lowers the Target’s Defense 1 Combat Stage on an Even-Numbered Roll.,3/5/2021 22:15:12,3/5/2021 22:15:12
601,Scald,Water,Scene x2,2,8,Special,"5, 1 Target",Scald Burns the target on 15+.,3/5/2021 22:15:12,3/5/2021 22:15:12
602,Soak,Water,Daily,2,,Status,"5, 1 Target",The target gains the Water Type in addition to its other Types for 5 turns.,3/5/2021 22:15:12,3/5/2021 22:15:12
603,Surf,Water,EOT,2,9,Special,Line 6,"As a Shift Action, the user may Move to any open square in Surf ’s area of effect without provoking any Attacks of Opportunity.",3/5/2021 22:15:12,3/5/2021 22:15:12
604,Water Gun,Water,At-Will,2,4,Special,"4, 1 Target",None,3/5/2021 22:15:12,3/5/2021 22:15:12
605,Water Pledge,Water,Scene x2,2,8,Special,"6, 1 Target, Pledge","If an ally uses Fire Pledge or Grass Pledge, you may use Water Pledge as Priority (Advanced) immediately after their turn to target the same foe. If used in conjunction with Fire Pledge, a Rainbow is created that lasts for 5 rounds. If used in conjunction with Grass Pledge, the target and all foes adjacent to the target are slowed and have their Speed reduced by 2 Combat Stages. Consult the Pledge keyword for additional details.",3/5/2021 22:15:12,3/5/2021 22:15:12
606,Water Pulse,Water,At-Will,2,6,Special,"8, 1 Target, Aura",Water Pulse Confuses the target on 17+.,3/5/2021 22:15:12,3/5/2021 22:15:12
607,Water Shuriken,Water,EOT,2,2,Special,"6, 1 Target, Five Strike, Priority",None,3/5/2021 22:15:12,3/5/2021 22:15:12
608,Water Sport,Water,EOT,,,Status,"Burst 2, Coat","All targets in the burst, including the user, gain a Coat which grants them 1 Step of Resistance to Fire Type Moves. After a target has been hit by a damaging Fire Type Move, the coat is removed.",3/5/2021 22:15:12,3/5/2021 22:15:12
609,Water Spout,Water,Daily,4,15,Special,Burst 1*,"For each 10% of HP the user is missing, Water Spout’s Damage Base is reduced by 1. Water Spout creates a 1 meter burst, but also affects an area 10 meters tall straight up.",3/5/2021 22:15:12,3/5/2021 22:15:12
610,Waterfall,Water,EOT,2,8,Physical,"Melee, 1 Target",Waterfall Flinches the target on 17+.,3/5/2021 22:15:12,3/5/2021 22:15:12
611,Whirlpool,Water,Scene x2,4,4,Special,"3, 1 Target",The target is put in a Vortex.,3/5/2021 22:15:12,3/5/2021 22:15:12
612,Withdraw,Water,At-Will,,,Status,Self,The user’s Defense is raised 1 Combat Stage.,3/5/2021 22:15:12,3/5/2021 22:15:12
613,First Impression,Bug,At-Will,2,9,Physical,"Melee, 1 target",Priority. This Move can only be used the round the user joins the encounter.,3/5/2021 22:15:12,3/5/2021 22:15:12
614,Lunge,Bug,EOT,2,8,Physical,"Melee, 1 Target","Lunge may be used as a Free Action at the end of a Sprint Maneuver taken as a Standard Action, as long as the user Shifted at least 3 meters in a straight line towards the target. When used this way, Lunge's target receives a -5 penalty to damage rolls for 1 round.",3/5/2021 22:15:12,3/5/2021 22:15:12
615,Pollen Puff,Bug,EOT,2,9,Special,"6, 1 Target","Once per Scene, Pollen Puff may instead be used on an ally; when used this way, the target recovers ½ of their maximum Hit Points and the Move has the [Healing] keyword.",3/5/2021 22:15:12,3/5/2021 22:15:12
616,Brutal Swing,Dark,EOT,2,6,,Burst 1,None,3/5/2021 22:15:12,3/5/2021 22:15:12
617,Darkest Lariat,Dark,EOT,2,9,Physical,"Melee, 1 Target",This Move ignores the target’s positive Defense Combat Stages and all Damage Reduction.,3/5/2021 22:15:12,3/5/2021 22:15:12
618,Throat Chop,Dark,EOT,2,8,Physical,"Melee, 1 Target",The target cannot use Moves with the [Sonic] keyword for the next two turns.,3/5/2021 22:15:12,3/5/2021 22:15:12
619,Power Trip,Dark,EOT,2,2,Physical,"Melee, 1 Target","This Move gains +2 to its Damage Base for every positive Combat Stage held by the user, to a maximum of DB20.",3/5/2021 22:15:12,3/5/2021 22:15:12
620,Clanging Scales,Dragon,Scene x2,2,11,Special,"6, 1 target or Burst 1, Sonic","The user adds half their Defense Stat to Clanging Scale's Damage Roll. After the Move is resolved, the user's Defense is lowered by 1 CS.",3/5/2021 22:15:12,3/5/2021 22:15:12
621,Dragon Hammer,Dragon,EOT,2,9,Physical,"Melee, 1 Targer or Line 3",None,3/5/2021 22:15:12,3/5/2021 22:15:12
622,Zing Zap,Electric,EOT,2,8,Physical,"Melee, 1 Target","On 15+, the target is Flinched.",3/5/2021 22:15:12,3/5/2021 22:15:12
623,Fleur Cannon,Fairy,Scene,4,13,Special,"Line 9, Smite",Lower the user’s Special Attack 2 Combat Stages after damage.,3/5/2021 22:15:12,3/5/2021 22:15:12
624,Floral Healing,Fairy,Daily x2,,,Status,"Melee, 1 Target","The target recovers ½ their maximum Hit Points. If the Field is Grassy Terrain, the target instead recovers ⅔ their maximum Hit Points. [Healing]",3/5/2021 22:15:12,3/5/2021 22:15:12
625,Nature’s Madness,Fairy,Scene,4,,Special,"4, 1 Target",The target loses half of their current Hit Points. [HP Loss],3/5/2021 22:15:12,3/5/2021 22:15:12
626,Burn Up,Fire,Daily x2,2,13,Special,"Burst 1, Smite","Until the end of the encounter, the user loses its Fire-Type (pure Fire-Types become Normal-Type).",3/5/2021 22:15:12,3/5/2021 22:15:12
627,Fire Lash,Fire,EOT,2,8,Physical,"2, 1 Target",The target's Defense is lowered by 1 Combat Stage.,3/5/2021 22:15:12,3/5/2021 22:15:12
628,Shell Trap,Fire,Scene,2,15,Special,"Melee, 1 Target, Interrupt, Trigger","If the user is hit by a Melee attack, they may use Shell Trap as an Interrupt.",3/5/2021 22:15:12,3/5/2021 22:15:12
629,Beak Blast,Flying,Scene x2,2,10,Physical,"6, 1 Target, Priority","Beak Blast must be declared at the start of the round. If the user is hit by a Melee attack this round, their attacker is Burned. At the end of the round, shift and attack with Beak Blast.",3/5/2021 22:15:12,3/5/2021 22:15:12
630,Moongeist Beam,Ghost,Scene x2,2,10,Special,Line 6,"This Move ignores any Abilities that would cause it to fail or miss; those Abilities cannot be activated in response to Moongeist Beam (ex: Dodge, Wonder Guard).",3/5/2021 22:15:12,3/5/2021 22:15:12
631,Shadow Bone,Ghost,EOT,2,9,Physical,"Melee, 1 Target","On 17+, the target receives -1 Defense Combat Stages. Counts as a Bone Move for Cubone/Marowak’s Abilities, etc.",3/5/2021 22:15:12,3/5/2021 22:15:12
632,Spectral Thief,Ghost,Scene x1,2,9,Physical,"Melee, 1 Target","Before rolling damage, transfer all Combat Stages on the target to the user.",3/5/2021 22:15:12,3/5/2021 22:15:12
633,Spirit Shackle,Ghost,EOT,2,8,Physical,"8, 1 Target",The Target is Trapped for 2 rounds.,3/5/2021 22:15:12,3/5/2021 22:15:12
634,Leafage,Grass,At-Will,2,4,Physical,"6, 1 Target",None,3/5/2021 22:15:12,3/5/2021 22:15:12
635,Solar Blade,Grass,Scene x2,2,13,Physical,"Melee, 1 Target, Set-Up","If the weather is not Sunny, the user’s gains +1 Attack CS and +1 Special Defense CS. If it is Sunny, immediately Resolve. Resolution Effect: Attack with Solar Blade. Half damage in Sandstorm, Hail, or Rain.",3/5/2021 22:15:12,3/5/2021 22:15:12
636,Strength Sap,Grass,Daily x2,2,,Status,"Melee, 1 Target",The user gains Hit Points equal to the higher of the target's Attack or Special Attack; the target then loses 1 Combat Stage in that Stat.,3/5/2021 22:15:12,3/5/2021 22:15:12
637,Trop Kick,Grass,EOT,2,7,Physical,"Melee, 1 Target",The target receives a -5 penalty to damage rolls for 1 round.,3/5/2021 22:15:12,3/5/2021 22:15:12
638,High Horsepower,Ground,Scene x2,3,10,Physical,"Melee, 1 Target","High Horsepower may be used as a Free Action at the end of a Sprint Maneuver taken as a Standard Action, as long as the user Shifted at least 3 meters in a straight line towards the target. When used this way, High Horsepower gains Smite.",3/5/2021 22:15:12,3/5/2021 22:15:12
639,Stomping Tantrum,Ground,EOT,2,8,Physical,"Melee, 1 Target","If the user’s last attack failed or missed, Stomping Tantrum is DB15 instead.",3/5/2021 22:15:12,3/5/2021 22:15:12
640,Aurora Veil,Ice,Scene,,,Status,Blessing,"Blessing – Any user affected by Aurora Veil may activate it when receiving Damage to resist the Damage one step. Aurora Veil may be activated 2 times, and then disappears.",3/5/2021 22:15:12,3/5/2021 22:15:12
641,Ice Hammer,Ice,EOT,4,10,Physical,"Melee, 1 Target",The user receives -1 Speed Combat Stage.,3/5/2021 22:15:12,3/5/2021 22:15:12
642,Laser Focus,Normal,Scene x2,,,Status,Self,The next succesful damaging attack made by the user is automatically a Critical Hit.,3/5/2021 22:15:12,3/5/2021 22:15:12
643,Multi-Attack,Normal,EOT,2,9,Physical,"Melee, 1 Target","Multi-Attack’s Type is determined by the Memory Disc, Plate, or Drive Item held.",3/5/2021 22:15:12,3/5/2021 22:15:12
644,Revelation Dance,Normal,EOT,2,9,Special,"6, 1 Target","Revelation Dance is the same Type as the user’s primary Type (aka the first one in its Pokedex listing). Revelation Dance deals +5 Bonus Damage for every other Dance Move used by the user this round, to a maximum of +15.",3/5/2021 22:15:12,3/5/2021 22:15:12
645,Spotlight,Normal,Daily,,,Status,"6, 1 Target, Priority","Until the end of the user’s next turn, the target is Blinded and Vulnerable.",3/5/2021 22:15:12,3/5/2021 22:15:12
646,Tearful Look,Normal,EOT,2,,Status,Burst 1,[Social] [Friendly]. Targets receive -1 Attack and Special Attack Combat Stages.,3/5/2021 22:15:12,3/5/2021 22:15:12
647,Baneful Bunker,Poison,Scene,,,Status,"Self, Interrupt, Shield, Trigger","If the user is hit by an attack, the user may use Baneful Bunker. The user is instead not hit by the Move. You do not take any damage nor are you affected by any of the Move’s effects. In addition, if the triggering attack was Melee ranged, the attacker is Poisoned.",3/5/2021 22:15:12,3/5/2021 22:15:12
648,Purify,Poison,Scene,,,Status,"Melee, 1 Target","The target is cured of all Permanent and Volatile Statuses. For every status removed, the user recovers a Tick of Hit Points.",3/5/2021 22:15:12,3/5/2021 22:15:12
649,Toxic Threads,Poison,Scene x2,2,,Status,"6, 1 Target","The target is Poisoned and receives -1 Speed Combat Stage. If the target is already Poisoned, they instead lose a Tick of Hit Points and receive -2 Speed Combat Stages.",3/5/2021 22:15:12,3/5/2021 22:15:12
650,Instruct,Psychic,Scene x2,,,Status,"Melee, 1 Target","The target immediately reuses the attack it performed last, ignoring frequency, as a Free Action. They may choose new targets for the copied attack.",3/5/2021 22:15:12,3/5/2021 22:15:12
651,Prismatic Laser,Psychic,Daily x2,4,,Special,"Line 8, Smite, Exhaust",None,3/5/2021 22:15:12,3/5/2021 22:15:12
652,Psychic Fangs,Psychic,EOT,2,9,Physical,"Melee, 1 Target",Light Screen and Reflect cannot be declared in response to Psychic Fangs.,3/5/2021 22:15:12,3/5/2021 22:15:12
